rid,datetime,host,src,proto,type,spt,dpt,srcstr,cc,country,locale,latitude,longitude,Label
10.42.0.211-35.186.239.179-55074-80-6,03-06-13 10:34,groucho-norcal,3420657155,TCP,Hotel,60202,445,203.227.22.3,KR,South Korea,,37.57,126.98,1
158.85.58.112-10.42.0.211-443-58979-6,03-06-13 10:34,groucho-norcal,3420657155,TCP,Retail,60202,445,203.227.22.3,KR,South Korea,,37.57,126.98,1
180.163.15.184-10.42.0.211-80-54232-6,03-06-13 10:35,groucho-singapore,3658020275,TCP,"Financial,Credit Reporting",6000,1433,218.8.245.179,CN,China,Heilongjiang Sheng,45.75,126.65,0
172.217.12.206-10.42.0.151-443-54164-6,03-06-13 10:38,groucho-sa,1990744069,UDP,Financial,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,1
205.204.101.182-10.42.0.211-443-60121-6,03-06-13 10:38,groucho-sa,1990744069,UDP,Telecoms,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,0
10.42.0.211-23.206.166.66-51736-80-6,03-06-13 10:38,groucho-sa,1990744069,UDP,Political,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,0
172.217.12.195-10.42.0.42-443-35267-6,03-06-13 10:38,groucho-sa,1990744069,UDP,Hotel,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,0
157.56.52.31-10.42.0.151-40015-43477-17,03-06-13 10:38,groucho-sa,1990744069,UDP,Retail,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,1
172.217.12.130-10.42.0.211-443-46899-6,03-06-13 10:38,groucho-sa,1990744069,UDP,Media,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,0
172.217.10.35-10.42.0.151-443-33812-6,03-06-13 10:38,groucho-singapore,3736743325,TCP,"Web,Tech",6000,6666,222.186.45.157,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.151-10.42.0.1-1132-53-17,03-06-13 10:43,groucho-oregon,3322768888,TCP,Fashion,6000,1433,198.13.109.248,US,United States,California,34.0115,-117.8535,0
202.77.129.150-10.42.0.211-443-42965-6,03-06-13 10:43,groucho-oregon,1032051418,TCP,Question & Answer,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.151-125.39.133.40-35043-80-6,03-06-13 10:43,groucho-oregon,1508575509,TCP,Military,4940,23,89.235.9.21,CZ,Czechia,,49.75,15.5,0
172.217.12.174-10.42.0.151-443-50548-6,03-06-13 10:44,groucho-eu,983149848,ICMP,"Consulting,Accounting",,,58.153.173.24,HK,Hong Kong,,22.2833,114.15,1
10.42.0.151-10.42.0.1-21237-53-17,03-06-13 10:44,groucho-eu,983149848,ICMP,"Financial,Credit Reporting",,,58.153.173.24,HK,Hong Kong,,22.2833,114.15,1
10.42.0.1-10.42.0.42-53-16000-17,03-06-13 10:45,groucho-tokyo,2061505413,TCP,Financial,6000,1433,122.224.19.133,CN,China,Zhejiang Sheng,30.2936,120.1614,0
10.42.0.151-63.250.200.41-53582-443-6,03-06-13 10:46,groucho-oregon,2056106260,TCP,Telecoms,6000,1433,122.141.177.20,CN,China,Jilin Sheng,43.88,125.3228,1
239.255.255.250-10.42.0.1-1900-59521-17,03-06-13 10:48,groucho-oregon,1019194042,TCP,Political,6000,3306,60.191.170.186,CN,China,Jiangsu Sheng,32.4907,119.9081,0
172.217.6.206-10.42.0.151-443-36174-6,03-06-13 10:51,groucho-oregon,3703715398,TCP,Hotel,6000,3306,220.194.54.70,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.151-10.42.0.1-16439-53-17,03-06-13 10:52,groucho-oregon,3648754269,TCP,Retail,1147,23,217.123.146.93,NL,Netherlands,Provincie Overijssel,52.3118,6.9297,1
172.217.10.110-10.42.0.151-443-44680-6,03-06-13 10:53,groucho-oregon,3736745020,TCP,Media,6000,1433,222.186.52.60,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.42-104.118.220.50-41048-443-6,03-06-13 10:53,groucho-singapore,1033070415,TCP,"Web,Tech",6000,1433,61.147.103.79,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.1-10.42.0.42-53-31297-17,03-06-13 10:54,groucho-tokyo,3074275605,TCP,Fashion,6000,1433,183.61.185.21,CN,China,Guangdong,23.1167,113.25,1
169.55.67.233-10.42.0.211-443-53427-6,03-06-13 10:55,groucho-singapore,1033071474,TCP,Question & Answer,6000,135,61.147.107.114,CN,China,Jiangsu Sheng,32.0617,118.7778,0
172.217.10.42-10.42.0.151-443-45855-6,03-06-13 10:56,zeppo-norcal,1778593069,TCP,Military,6000,3389,106.3.45.45,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.11.36-10.42.0.211-443-46070-6,03-06-13 10:55,groucho-norcal,1778593069,TCP,"Consulting,Accounting",6000,3389,106.3.45.45,CN,China,Beijing Shi,39.9289,116.3883,0
192.229.173.173-10.42.0.211-443-41364-6,03-06-13 10:57,groucho-oregon,992354885,TCP,"Financial,Credit Reporting",59660,3389,59.38.34.69,CN,China,Guangdong,23.1167,113.25,1
216.58.219.202-10.42.0.211-443-33615-6,03-06-13 10:57,groucho-oregon,992354885,TCP,Financial,59660,3389,59.38.34.69,CN,China,Guangdong,23.1167,113.25,0
10.42.0.1-10.42.0.42-53-5493-17,03-06-13 10:57,groucho-oregon,992354885,TCP,Telecoms,59660,3389,59.38.34.69,CN,China,Guangdong,23.1167,113.25,0
172.217.12.202-10.42.0.211-443-58261-6,03-06-13 10:58,groucho-oregon,712587329,TCP,Political,6000,1433,42.121.56.65,CN,China,Zhejiang Sheng,30.2936,120.1614,0
180.149.138.210-10.42.0.211-80-58992-6,03-06-13 10:58,groucho-sa,2379512106,TCP,Hotel,37240,443,141.212.121.42,US,United States,Michigan,42.2923,-83.7145,0
174.35.73.108-10.42.0.42-80-34769-6,03-06-13 10:59,groucho-singapore,3736746358,TCP,Retail,6000,3306,222.186.57.118,CN,China,Jiangsu Sheng,32.0617,118.7778,0
172.217.12.206-10.42.0.151-443-47985-6,03-06-13 11:00,zeppo-norcal,1627302658,TCP,"Financial,Credit Reporting",38359,3128,96.254.171.2,US,United States,Florida,28.3031,-82.7048,1
172.217.3.106-10.42.0.42-443-50806-6,03-06-13 11:00,zeppo-norcal,1627302658,TCP,Financial,38359,3128,96.254.171.2,US,United States,Florida,28.3031,-82.7048,1
10.42.0.151-54.72.9.51-59810-443-6,03-06-13 11:01,groucho-oregon,1995736125,TCP,Telecoms,6000,1433,118.244.132.61,CN,China,Beijing Shi,39.9289,116.3883,0
172.217.12.170-10.42.0.211-443-40597-6,03-06-13 11:01,groucho-tokyo,3398351313,TCP,Political,2529,445,202.142.185.209,PK,Pakistan,,30,70,0
10.42.0.211-123.59.190.251-51608-80-6,03-06-13 11:01,groucho-tokyo,3398351313,TCP,Hotel,2529,445,202.142.185.209,PK,Pakistan,,30,70,0
10.42.0.211-10.42.0.1-52724-53-17,03-06-13 11:01,groucho-singapore,1034190370,TCP,Retail,6000,3306,61.164.126.34,CN,China,,35,105,1
172.217.12.174-10.42.0.151-443-33031-6,03-06-13 11:02,groucho-tokyo,2928367555,TCP,Media,6000,3306,174.139.87.195,US,United States,California,33.8138,-117.7986,1
182.22.24.124-10.42.0.211-443-41759-6,03-06-13 11:02,groucho-singapore,3736746358,TCP,"Web,Tech",6000,3306,222.186.57.118,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.211-104.68.227.25-52903-443-6,03-06-13 11:04,groucho-tokyo,1017974347,TCP,Fashion,6000,8080,60.173.14.75,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-36.110.213.49-39788-443-6,03-06-13 11:05,groucho-oregon,1969741656,TCP,Question & Answer,63302,22,117.103.223.88,VN,Vietnam,,16,106,1
157.240.2.25-10.42.0.42-443-59427-6,03-06-13 11:05,groucho-singapore,3729378434,TCP,Military,4445,135,222.73.204.130,CN,China,Shanghai Shi,31.0456,121.3997,0
180.149.153.68-10.42.0.211-80-41266-6,03-06-13 11:06,groucho-tokyo,1262615469,TCP,"Consulting,Accounting",61619,9050,75.65.251.173,US,United States,Louisiana,32.4886,-93.7294,1
172.217.11.14-10.42.0.211-443-39199-6,03-06-13 11:06,groucho-tokyo,1262615469,TCP,"Financial,Credit Reporting",61620,9050,75.65.251.173,US,United States,Louisiana,32.4886,-93.7294,0
220.181.7.190-10.42.0.211-443-33811-6,03-06-13 11:07,groucho-tokyo,3325378390,TCP,Financial,8888,1433,198.53.63.86,CA,Canada,Alberta,49.6765,-112.8035,0
202.77.129.150-10.42.0.42-80-42923-6,03-06-13 11:07,groucho-singapore,775791315,TCP,Telecoms,51021,80,46.61.162.211,RU,Russia,,60,100,0
10.42.0.211-10.42.0.1-51394-53-17,03-06-13 11:08,groucho-us-east,1123633838,TCP,Political,43026,80,66.249.74.174,US,United States,California,37.4192,-122.0574,1
10.42.0.211-10.42.0.1-23652-53-17,03-06-13 11:08,groucho-us-east,1123633838,TCP,Hotel,43026,80,66.249.74.174,US,United States,California,37.4192,-122.0574,0
172.217.10.227-10.42.0.42-443-50921-6,03-06-13 11:08,groucho-us-east,1123633838,TCP,Retail,43026,80,66.249.74.174,US,United States,California,37.4192,-122.0574,1
172.217.6.194-10.42.0.42-443-51863-6,03-06-13 11:09,groucho-oregon,1944861508,TCP,Media,6000,1433,115.236.59.68,CN,China,Zhejiang Sheng,30.2936,120.1614,0
10.42.0.211-104.193.88.109-57975-80-6,03-06-13 11:12,groucho-sydney,92767865,TCP,"Web,Tech",44632,5901,5.135.134.121,FR,France,,48.86,2.35,1
10.42.0.42-13.32.250.43-34547-443-6,03-06-13 11:13,groucho-tokyo,1033415163,TCP,Fashion,6000,1433,61.152.169.251,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.151-31.13.80.36-60723-443-6,03-06-13 11:17,groucho-singapore,3394623162,TCP,Question & Answer,34438,1433,202.85.214.186,CN,China,,35,105,1
10.42.0.151-31.13.71.7-48873-443-6,03-06-13 11:19,groucho-tokyo,3659343610,TCP,Military,6000,80,218.29.38.250,CN,China,Henan Sheng,34.6836,113.5325,1
10.42.0.211-114.134.80.163-36889-443-6,03-06-13 11:21,groucho-singapore,3721192646,TCP,"Consulting,Accounting",6000,3389,221.204.228.198,CN,China,Shanxi Sheng,37.7269,112.4708,0
10.42.0.1-10.42.0.42-53-46107-17,03-06-13 11:22,groucho-oregon,775791315,TCP,"Financial,Credit Reporting",60301,8080,46.61.162.211,RU,Russia,,60,100,1
10.42.0.211-64.71.142.110-56498-443-6,03-06-13 11:22,groucho-tokyo,3350488989,TCP,Financial,6000,1433,199.180.103.157,US,United States,California,37.3887,-122.0188,0
10.42.0.211-10.42.0.1-5393-53-17,03-06-13 11:23,groucho-sydney,3373012386,TCP,Telecoms,3378,23,201.12.21.162,BR,Brazil,,-10,-55,0
10.42.0.151-104.192.108.27-49497-80-6,03-06-13 11:24,groucho-oregon,3031682570,TCP,Political,47648,25,180.179.206.10,IN,India,,20,77,1
10.42.0.211-77.234.42.92-47583-443-6,03-06-13 11:30,groucho-oregon,1887152461,TCP,Hotel,6000,1433,112.123.169.77,CN,China,Anhui Sheng,31.8639,117.2808,1
172.217.10.46-10.42.0.151-443-46646-6,03-06-13 11:33,groucho-tokyo,1169110634,TCP,Retail,60276,3306,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,0
172.217.10.138-10.42.0.151-443-40395-6,03-06-13 11:33,groucho-tokyo,1169110634,TCP,"Financial,Credit Reporting",60276,5900,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,1
10.42.0.42-23.45.197.106-36244-443-6,03-06-13 11:33,groucho-tokyo,1169110634,TCP,Financial,60277,3306,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,0
10.42.0.42-119.146.74.33-47271-443-6,03-06-13 11:33,groucho-tokyo,1169110634,TCP,Telecoms,60277,5900,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,1
10.42.0.211-104.91.216.132-59393-443-6,03-06-13 11:34,groucho-singapore,1789704517,UDP,Political,28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,0
184.169.166.225-10.42.0.211-443-37197-6,03-06-13 11:34,groucho-singapore,1789704517,UDP,Hotel,28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,1
10.42.0.211-119.146.74.32-43699-443-6,03-06-13 11:34,groucho-singapore,1789704517,UDP,Retail,28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,0
10.42.0.151-31.13.80.36-60723-443-6,03-06-13 11:34,groucho-singapore,1789704517,UDP,Media,28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,0
10.42.0.151-10.42.0.1-26523-53-17,03-06-13 11:34,groucho-singapore,1789704517,UDP,"Web,Tech",28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,0
10.42.0.151-10.42.0.1-44326-53-17,03-06-13 11:34,groucho-tokyo,3721192646,TCP,Fashion,6000,3389,221.204.228.198,CN,China,Shanxi Sheng,37.7269,112.4708,0
10.42.0.42-119.146.74.32-45357-443-6,03-06-13 11:34,groucho-singapore,1789704517,UDP,Question & Answer,28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,0
10.42.0.211-123.59.190.237-41215-80-6,03-06-13 11:35,groucho-singapore,1789704517,UDP,Military,28481,38161,106.172.185.69,JP,Japan,,35.69,139.69,1
216.58.219.202-10.42.0.211-443-34493-6,03-06-13 11:37,groucho-oregon,1887753264,TCP,"Consulting,Accounting",6000,1433,112.132.212.48,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-10.42.0.1-40284-53-17,03-06-13 11:37,groucho-tokyo,2097022771,TCP,"Financial,Credit Reporting",6000,1433,124.254.7.51,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.42-14.29.93.243-54876-80-6,03-06-13 11:37,groucho-sa,3031682570,TCP,Financial,5025,25,180.179.206.10,IN,India,,20,77,0
220.243.219.55-10.42.0.42-80-59692-6,03-06-13 11:37,groucho-us-east,3031682570,TCP,Telecoms,5025,25,180.179.206.10,IN,India,,20,77,0
10.42.0.211-104.192.110.245-59644-443-6,03-06-13 11:38,groucho-eu,3031682570,TCP,Political,5025,25,180.179.206.10,IN,India,,20,77,1
10.42.0.42-123.125.115.164-60861-443-6,03-06-13 11:38,groucho-oregon,1032051418,TCP,Hotel,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1
203.130.53.126-10.42.0.211-80-56808-6,03-06-13 11:38,groucho-singapore,3702892698,TCP,Retail,6000,1433,220.181.168.154,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.10.65-10.42.0.211-443-58866-6,03-06-13 11:39,groucho-singapore,2001993746,TCP,Media,8888,1433,119.84.0.18,CN,China,Chongqing Shi,29.5628,106.5528,1
10.42.0.1-10.42.0.42-53-1781-17,03-06-13 11:40,groucho-oregon,1019141837,TCP,"Web,Tech",6000,1433,60.190.222.205,CN,China,,35,105,1
173.194.175.188-10.42.0.42-5228-51432-6,03-06-13 11:40,groucho-tokyo,2997816371,TCP,Fashion,1845,445,178.175.12.51,AL,Albania,,41,20,0
172.217.3.101-10.42.0.151-443-32976-6,03-06-13 11:40,groucho-tokyo,2997816371,TCP,Question & Answer,1845,445,178.175.12.51,AL,Albania,,41,20,1
10.42.0.42-119.146.74.48-55131-80-6,03-06-13 11:40,groucho-oregon,710969078,TCP,Military,6000,1433,42.96.134.246,CN,China,Beijing Shi,39.9289,116.3883,0
157.55.130.147-10.42.0.211-40029-60774-17,03-06-13 11:41,groucho-tokyo,1604253243,TCP,"Consulting,Accounting",1532,445,95.158.246.59,RU,Russia,Smolenskaya Oblast',54.7818,32.0401,0
220.243.219.55-10.42.0.42-80-40218-6,03-06-13 11:41,groucho-tokyo,1604253243,TCP,"Financial,Credit Reporting",1532,445,95.158.246.59,RU,Russia,Smolenskaya Oblast',54.7818,32.0401,0
203.205.151.212-10.42.0.151-80-47041-6,03-06-13 11:41,groucho-sydney,3351015082,TCP,Financial,6000,1433,199.188.110.170,US,United States,California,37.3887,-122.0188,1
173.194.206.113-10.42.0.211-443-55827-6,03-06-13 11:42,groucho-singapore,1032119664,TCP,Telecoms,6000,1433,61.132.229.112,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.151-72.247.10.43-51466-80-6,03-06-13 11:43,groucho-singapore,2062206576,TCP,Political,50902,23,122.234.198.112,CN,China,Zhejiang Sheng,30.2936,120.1614,1
180.149.136.194-10.42.0.42-80-33243-6,03-06-13 11:44,zeppo-norcal,241427916,TCP,Hotel,2920,3389,14.99.229.204,IN,India,,20,77,0
10.42.0.151-10.42.0.1-52695-53-17,03-06-13 11:44,zeppo-norcal,241427916,TCP,Retail,2920,3389,14.99.229.204,IN,India,,20,77,1
180.76.171.199-10.42.0.42-80-34876-6,03-06-13 11:44,zeppo-norcal,241427916,TCP,"Financial,Credit Reporting",2920,3389,14.99.229.204,IN,India,,20,77,0
10.42.0.211-104.88.81.138-51102-443-6,03-06-13 11:45,groucho-singapore,3032095556,TCP,Financial,6000,1433,180.186.27.68,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.151-103.7.30.118-41331-80-6,03-06-13 11:46,groucho-oregon,1896282010,TCP,Telecoms,6000,1433,113.6.247.154,CN,China,Heilongjiang Sheng,45.75,126.65,1
10.42.0.211-106.11.94.27-57639-443-6,03-06-13 11:46,groucho-singapore,2097022771,TCP,Political,6000,1433,124.254.7.51,CN,China,Beijing Shi,39.9289,116.3883,0
175.100.207.232-10.42.0.211-80-38164-6,03-06-13 11:47,groucho-tokyo,2097022771,TCP,Hotel,6000,1433,124.254.7.51,CN,China,Beijing Shi,39.9289,116.3883,1
180.76.138.25-10.42.0.211-80-45372-6,03-06-13 11:48,groucho-singapore,2061591854,TCP,Retail,6000,1521,122.225.101.46,CN,China,Zhejiang Sheng,30.2936,120.1614,0
175.100.207.233-10.42.0.42-80-54211-6,03-06-13 11:50,groucho-sa,92767865,TCP,Media,44632,5901,5.135.134.121,FR,France,,48.86,2.35,0
172.217.3.110-10.42.0.151-443-59191-6,03-06-13 11:51,groucho-singapore,1033070453,TCP,"Web,Tech",6000,1433,61.147.103.117,CN,China,Jiangsu Sheng,32.0617,118.7778,1
172.217.10.106-10.42.0.211-443-44045-6,03-06-13 11:51,groucho-oregon,1995743143,TCP,Fashion,6000,1433,118.244.159.167,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.3.110-10.42.0.211-80-56736-6,03-06-13 11:52,groucho-oregon,3024881077,UDP,Question & Answer,2871,53,180.76.5.181,CN,China,Beijing Shi,39.9289,116.3883,0
172.217.7.14-10.42.0.211-443-51662-6,03-06-13 11:54,groucho-oregon,710970195,TCP,Military,6000,1433,42.96.139.83,CN,China,Beijing Shi,39.9289,116.3883,1
157.55.130.167-10.42.0.151-40019-47019-6,03-06-13 11:56,groucho-tokyo,3526571145,TCP,"Consulting,Accounting",6000,3306,210.51.52.137,CN,China,Shanghai Shi,31.0456,121.3997,0
203.205.158.62-10.42.0.211-80-49705-6,03-06-13 11:55,groucho-norcal,92767865,TCP,"Financial,Credit Reporting",44632,5901,5.135.134.121,FR,France,,48.86,2.35,1
172.217.5.228-10.42.0.42-443-58532-6,03-06-13 11:58,groucho-singapore,3322768892,TCP,Financial,6000,1433,198.13.109.252,US,United States,California,34.0115,-117.8535,0
172.217.6.234-10.42.0.211-443-42346-6,03-06-13 11:58,groucho-oregon,3630406730,TCP,Telecoms,6000,1433,216.99.156.74,US,United States,California,34.0115,-117.8535,1
10.42.0.151-125.56.239.180-54985-80-6,03-06-13 11:59,groucho-oregon,1035975857,TCP,Political,6000,1433,61.191.188.177,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.151-10.42.0.1-20382-53-17,03-06-13 12:01,groucho-sydney,1168262338,ICMP,Hotel,,,69.162.68.194,US,United States,Texas,32.7791,-96.8028,0
10.42.0.42-111.202.114.77-53182-443-6,03-06-13 12:03,groucho-singapore,993594727,TCP,Retail,6000,3389,59.57.13.103,CN,China,Fujian,26.0614,119.3061,0
172.217.1.162-10.42.0.211-443-42919-6,03-06-13 12:05,groucho-singapore,2062215486,TCP,Media,54867,23,122.234.233.62,CN,China,Zhejiang Sheng,30.2936,120.1614,0
172.217.10.33-10.42.0.151-443-54884-6,03-06-13 12:05,groucho-tokyo,1017974347,TCP,"Web,Tech",6000,8080,60.173.14.75,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.1-10.42.0.42-53-43988-17,03-06-13 12:07,groucho-oregon,843835706,TCP,Fashion,50068,445,50.75.233.58,US,United States,New York,40.7517,-73.9972,1
172.217.12.205-10.42.0.42-443-58948-6,03-06-13 12:07,groucho-oregon,843835706,TCP,Question & Answer,50068,445,50.75.233.58,US,United States,New York,40.7517,-73.9972,1
10.42.0.151-64.71.142.124-45557-443-6,03-06-13 12:07,groucho-sa,3736745000,TCP,Military,6000,1433,222.186.52.40,CN,China,Jiangsu Sheng,32.0617,118.7778,0
172.217.11.2-10.42.0.211-443-55655-6,03-06-13 12:07,groucho-singapore,1995742035,TCP,"Consulting,Accounting",6000,3306,118.244.155.83,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-123.59.190.237-40326-80-6,03-06-13 12:07,groucho-sa,1047886388,TCP,"Financial,Credit Reporting",6000,135,62.117.122.52,RU,Russia,,60,100,0
10.42.0.1-10.42.0.42-53-59043-17,03-06-13 12:11,groucho-tokyo,1169129130,UDP,Financial,44265,137,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,1
172.217.6.238-10.42.0.151-443-46485-6,03-06-13 12:13,groucho-oregon,1944861508,TCP,Telecoms,6000,3306,115.236.59.68,CN,China,Zhejiang Sheng,30.2936,120.1614,1
192.229.173.173-10.42.0.211-80-55324-6,03-06-13 12:17,groucho-us-east,96963634,ICMP,Political,,,5.199.140.50,DE,Germany,,51,9,1
10.42.0.211-54.149.94.193-35658-443-6,03-06-13 12:18,groucho-sa,1168262338,ICMP,Hotel,,,69.162.68.194,US,United States,Texas,32.7791,-96.8028,1
172.217.10.42-10.42.0.151-443-54046-6,03-06-13 12:18,groucho-tokyo,1427738710,TCP,Retail,63075,22,85.25.144.86,DE,Germany,,51,9,1
10.42.0.1-10.42.0.42-53-60358-17,03-06-13 12:18,groucho-us-east,2907640634,TCP,"Financial,Credit Reporting",4894,445,173.79.19.58,US,United States,Maryland,39.0503,-76.8249,0
182.22.24.252-10.42.0.211-443-52485-6,03-06-13 12:18,groucho-tokyo,1392454501,TCP,Financial,1871,445,82.255.43.101,FR,France,,48.86,2.35,1
172.217.6.227-10.42.0.211-443-55436-6,03-06-13 12:18,groucho-tokyo,1392454501,TCP,Telecoms,1871,445,82.255.43.101,FR,France,,48.86,2.35,0
182.22.120.247-10.42.0.42-443-57669-6,03-06-13 12:19,groucho-oregon,1033070356,TCP,Political,6000,1433,61.147.103.20,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.211-14.29.93.243-40039-80-6,03-06-13 12:19,groucho-singapore,92767865,TCP,Hotel,44632,5901,5.135.134.121,FR,France,,48.86,2.35,0
10.42.0.211-103.7.30.118-45935-80-6,03-06-13 12:22,groucho-tokyo,3550629683,TCP,Retail,43876,5900,211.162.79.51,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.8.4-10.42.0.211-443-58673-6,03-06-13 12:23,groucho-tokyo,3425533451,ICMP,Media,,,204.45.126.11,US,United States,Colorado,39.7525,-104.9995,0
10.42.0.211-10.42.0.1-37888-53-17,03-06-13 12:23,groucho-singapore,3736743325,TCP,"Web,Tech",6000,6666,222.186.45.157,CN,China,Jiangsu Sheng,32.0617,118.7778,1
140.205.94.6-10.42.0.211-443-37296-6,03-06-13 12:25,groucho-sa,3024881035,UDP,Fashion,38163,53,180.76.5.139,CN,China,Beijing Shi,39.9289,116.3883,0
169.47.40.158-10.42.0.151-443-60415-6,03-06-13 12:24,groucho-norcal,3024881084,UDP,Question & Answer,4492,53,180.76.5.188,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.3.99-10.42.0.42-443-39733-6,03-06-13 12:25,zeppo-norcal,3024880920,UDP,Military,47490,53,180.76.5.24,CN,China,Beijing Shi,39.9289,116.3883,0
205.185.216.10-10.42.0.211-80-54589-6,03-06-13 12:25,groucho-us-east,3024881007,UDP,"Consulting,Accounting",54651,53,180.76.5.111,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.151-10.42.0.1-64841-53-17,03-06-13 12:25,groucho-eu,3024881091,UDP,"Financial,Credit Reporting",4291,53,180.76.5.195,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.10.110-10.42.0.211-443-49126-6,03-06-13 12:26,groucho-sydney,3024880923,UDP,Financial,47273,53,180.76.5.27,CN,China,Beijing Shi,39.9289,116.3883,0
202.77.129.150-10.42.0.211-443-35363-6,03-06-13 12:28,groucho-tokyo,3025968565,TCP,Telecoms,4855,445,180.92.157.181,PK,Pakistan,,30,70,1
180.149.136.194-10.42.0.42-80-39295-6,03-06-13 12:28,groucho-tokyo,3025968565,TCP,Political,4855,445,180.92.157.181,PK,Pakistan,,30,70,0
180.76.148.65-10.42.0.42-80-50907-6,03-06-13 12:28,groucho-oregon,3740328259,TCP,Hotel,43631,3389,222.240.225.67,CN,China,Hunan,28.1792,113.1136,0
198.11.136.24-10.42.0.151-443-52088-6,03-06-13 12:28,groucho-oregon,3740328259,TCP,Retail,43631,3389,222.240.225.67,CN,China,Hunan,28.1792,113.1136,1
182.22.24.252-10.42.0.211-443-52475-6,03-06-13 12:29,groucho-oregon,3740328259,TCP,Media,43631,3389,222.240.225.67,CN,China,Hunan,28.1792,113.1136,1
174.35.73.111-10.42.0.211-80-51260-6,03-06-13 12:31,groucho-sydney,1909013703,TCP,"Web,Tech",4851,3389,113.201.60.199,CN,China,Shaanxi,34.2583,108.9286,0
10.42.0.211-77.234.44.42-47229-80-6,03-06-13 12:31,groucho-sydney,1909013703,TCP,Fashion,4851,3389,113.201.60.199,CN,China,Shaanxi,34.2583,108.9286,1
10.42.0.211-54.225.182.18-40875-443-6,03-06-13 12:31,groucho-sydney,1909013703,TCP,Question & Answer,4851,3389,113.201.60.199,CN,China,Shaanxi,34.2583,108.9286,0
